imgid,image_path,image_filename,timestamp,lat,lon,alt,x_enu_m,y_enu_m,z_enu_m,reference_type,fix_type,num_sat,eph_m,epv_m,vel_n_m_s,vel_e_m_s,vel_d_m_s,has_reference,gt_x_utm_m,gt_y_utm_m,gt_z_m,gt_omega_deg,gt_phi_deg,gt_kappa_deg,gt_x_gps_utm_m,gt_y_gps_utm_m,gt_z_gps_m,gt_z_minus_gps_z_m,gt_interpolated_by_imgid,pose_azimuth_raw,pose_height_m,pose_altitude_m,pose_veh_pitch_raw,pose_attitude_w,pose_attitude_x,pose_attitude_y,pose_attitude_z,pose_vel_x,pose_vel_y,pose_vel_z,pose_gps_on,barometer_pressure,barometer_altitude_m,barometer_temperature,barometer_error_count,height_agl_m,pose_azimuth_deg,yaw_deg,pose_veh_pitch_deg
177,data/raw/zurich_mav_sample/MAV_Images/00177.jpg,00177.jpg,12856719,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.976999999999976,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True,465665.48660146666,5247973.540941867,470.9001848666667,99.56107726666667,-77.30845193333333,14.559742066666667,465672.1913874667,5247978.0469926,466.88425540000003,4.015929466666648,True,0.0,0.0,475.6400451660156,0.0839046314358711,0.9942732453346252,0.0121817151084542,-0.0401763245463371,0.0982768908143043,0.0,0.0,0.0,1.0,957.7699584960938,472.4123840332031,10.269999504089355,0.0,4.015929466666648,0.0,0.0,4.807381262876106
178,data/raw/zurich_mav_sample/MAV_Images/00178.jpg,00178.jpg,12890052,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.976999999999976,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True,465665.48241309996,5247973.5398359,470.9109094,99.5701652,-77.31717119999999,14.5748588,465672.1826141,5247978.0526006995,466.87068830000004,4.04022109999994,True,0.0,0.0,475.8143005371094,0.0816011726856231,0.9943848848342896,0.0119285220280289,-0.0390564873814582,0.097627505660057,0.0,0.0,0.0,1.0,957.7699584960938,472.4123840332031,10.269999504089355,0.0,4.04022109999994,0.0,0.0,4.675402798204416
179,data/raw/zurich_mav_sample/MAV_Images/00179.jpg,00179.jpg,12923385,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.976999999999976,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True,465665.4782247333,5247973.538729933,470.92163393333334,99.57925313333334,-77.32589046666666,14.589975533333332,465672.1738407333,5247978.0582088,466.8571212,4.064512733333345,True,0.0,0.0,475.8143005371094,0.0825168713927269,0.9944139122962952,0.0123264193534851,-0.0392901487648487,0.0971874594688415,0.0,0.0,0.0,1.0,957.7699584960938,472.4123840332031,10.269999504089355,0.0,4.064512733333345,0.0,0.0,4.727868469427051
180,data/raw/zurich_mav_sample/MAV_Images/00180.jpg,00180.jpg,12956718,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.976999999999976,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True,465665.4740363666,5247973.537623967,470.93235846666664,99.58834106666667,-77.33460973333334,14.605092266666666,465672.1650673667,5247978.063816899,466.8435541,4.088804366666636,True,0.0,0.0,475.6400451660156,0.0827459841966629,0.9944557547569276,0.0121498573571443,-0.0394152887165546,0.0967300161719322,0.0,0.0,0.0,1.0,957.7699584960938,472.4123840332031,10.269999504089355,0.0,4.088804366666636,0.0,0.0,4.740995666124992
181,data/raw/zurich_mav_sample/MAV_Images/00181.jpg,00181.jpg,12990712,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True,465665.469848,5247973.536518,470.943083,99.597429,-77.343329,14.620209,465672.156294,5247978.069425,466.829987,4.1130959999999845,True,0.0,0.0,475.8143005371094,0.0830296128988266,0.9944739937782288,0.0118388533592224,-0.0396215841174125,0.0964959263801574,0.0,0.0,0.0,1.0,957.7699584960938,472.4123840332031,10.269999504089355,0.0,4.1130959999999845,0.0,0.0,4.757246393707745
182,data/raw/zurich_mav_sample/MAV_Images/00182.jpg,00182.jpg,13024045,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True,465665.47075276665,5247973.533585167,470.94545746666665,99.619753,-77.34612666666666,14.644274766666665,465672.14450796664,5247978.0761621,466.8244205666667,4.121036899999979,True,0.0,0.0,475.552001953125,0.0813754051923751,0.994510531425476,0.0121723441407084,-0.0387207344174385,0.0964441373944282,0.0,0.0,0.0,1.0,957.739990234375,472.67376708984375,10.260000228881836,0.0,4.121036899999979,0.0,0.0,4.6624672736900585
183,data/raw/zurich_mav_sample/MAV_Images/00183.jpg,00183.jpg,13057378,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True,465665.4716575333,5247973.530652333,470.94783193333336,99.642077,-77.34892433333333,14.668340533333332,465672.1327219333,5247978.0828992,466.81885413333333,4.12897780000003,True,0.0,0.0,476.0747680664063,0.0771777257323265,0.994568169116974,0.0123862354084849,-0.0365378484129905,0.0966731086373329,0.0,0.0,0.0,1.0,957.739990234375,472.67376708984375,10.260000228881836,0.0,4.12897780000003,0.0,0.0,4.421957956880519
184,data/raw/zurich_mav_sample/MAV_Images/00184.jpg,00184.jpg,13090711,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True,465665.4725623,5247973.5277195005,470.9502064,99.664401,-77.351722,14.692406299999998,465672.12093589996,5247978.0896363,466.81328770000005,4.136918699999967,True,0.0,0.0,475.90142822265625,0.0765383914113044,0.9945475459098816,0.0116009954363107,-0.0364308394491672,0.097023531794548,0.0,0.0,0.0,1.0,957.739990234375,472.67376708984375,10.260000228881836,0.0,4.136918699999967,0.0,0.0,4.385326798588091
185,data/raw/zurich_mav_sample/MAV_Images/00185.jpg,00185.jpg,13124044,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True,465665.47346706665,5247973.524786667,470.95258086666666,99.68672500000001,-77.35451966666666,14.716472066666666,465672.1091498667,5247978.0963734,466.8077212666667,4.144859599999961,True,0.0,0.0,475.9885559082031,0.0768694952130317,0.994522511959076,0.0109003763645887,-0.0367797873914241,0.0972290486097335,0.0,0.0,0.0,1.0,957.7599487304688,472.49951171875,10.269999504089355,0.0,4.144859599999961,0.0,0.0,4.404297649007801
186,data/raw/zurich_mav_sample/MAV_Images/00186.jpg,00186.jpg,13157377,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True,465665.4743718333,5247973.521853833,470.9549553333333,99.70904900000001,-77.35731733333333,14.740537833333333,465672.09736383334,5247978.1031105,466.80215483333336,4.152800499999955,True,0.0,0.0,475.90142822265625,0.0794806480407714,0.9944475293159484,0.0101844212040305,-0.0383144505321979,0.0974813774228096,0.0,0.0,0.0,1.0,957.7599487304688,472.49951171875,10.269999504089355,0.0,4.152800499999955,0.0,0.0,4.553905685700936
187,data/raw/zurich_mav_sample/MAV_Images/00187.jpg,00187.jpg,13188406,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True,465665.4752766,5247973.518921,470.9573298,99.731373,-77.360115,14.7646036,465672.0855778,5247978.1098476,466.7965884,4.160741400000006,True,0.0,0.0,475.90142822265625,0.0797790884971618,0.9944169521331788,0.0098474435508251,-0.0385976620018482,0.0977158322930336,0.0,0.0,0.0,1.0,957.7599487304688,472.49951171875,10.269999504089355,0.0,4.160741400000006,0.0,0.0,4.571005064288064
188,data/raw/zurich_mav_sample/MAV_Images/00188.jpg,00188.jpg,13221739,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True,465665.47618136666,5247973.515988166,470.9597042666667,99.753697,-77.36291266666666,14.788669366666666,465672.07379176666,5247978.1165847,466.7910219666667,4.1686823,True,0.0,0.0,475.6400451660156,0.0800931900739669,0.9943425059318542,0.0094614429399371,-0.0388860739767551,0.0983940064907074,0.0,0.0,0.0,1.0,957.7599487304688,472.49951171875,10.269999504089355,0.0,4.1686823,0.0,0.0,4.589001758977401
189,data/raw/zurich_mav_sample/MAV_Images/00189.jpg,00189.jpg,13255072,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True,465665.4770861333,5247973.513055334,470.9620787333333,99.776021,-77.36571033333334,14.812735133333332,465672.0620057333,5247978.1233218,466.78545553333333,4.1766231999999945,True,0.0,0.0,476.1628112792969,0.0811537653207779,0.9942191243171692,0.0094451559707522,-0.0395125970244407,0.099388413131237,0.0,0.0,0.0,1.0,957.75,472.5866394042969,10.260000228881836,0.0,4.1766231999999945,0.0,0.0,4.649768244475717
190,data/raw/zurich_mav_sample/MAV_Images/00190.jpg,00190.jpg,13288405,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True,465665.4779909,5247973.5101225,470.9644532,99.79834500000001,-77.368508,14.8368009,465672.0502197,5247978.1300588995,466.7798891,4.184564099999989,True,0.0,0.0,476.0747680664063,0.0824334695935249,0.9941343069076538,0.0091196522116661,-0.0402771048247814,0.0999589636921882,0.0,0.0,0.0,1.0,957.75,472.5866394042969,10.260000228881836,0.0,4.184564099999989,0.0,0.0,4.723089898328979
191,data/raw/zurich_mav_sample/MAV_Images/00191.jpg,00191.jpg,13321738,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True,465665.47889566666,5247973.507189667,470.9668276666667,99.82066900000001,-77.37130566666667,14.860866666666666,465672.03843366663,5247978.1367959995,466.7743226666667,4.192504999999983,True,0.0,0.0,476.1618957519531,0.0859567299485206,0.9939277172088624,0.0072605391032993,-0.0426803529262542,0.101160429418087,0.0,0.0,0.0,1.0,957.75,472.5866394042969,10.260000228881836,0.0,4.192504999999983,0.0,0.0,4.924957846795997
192,data/raw/zurich_mav_sample/MAV_Images/00192.jpg,00192.jpg,13355071,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True,465665.4798004333,5247973.504256833,470.96920213333334,99.842993,-77.37410333333334,14.884932433333333,465672.0266476333,5247978.143533099,466.76875623333336,4.200445899999977,True,0.0,0.0,475.9876403808594,0.0893982723355293,0.9937167763710022,0.0069413096643984,-0.044477142393589,0.1024727746844291,0.0,0.0,0.0,1.0,957.75,472.5866394042969,10.260000228881836,0.0,4.200445899999977,0.0,0.0,5.122143700586974
193,data/raw/zurich_mav_sample/MAV_Images/00193.jpg,00193.jpg,13389207,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True,465665.4807052,5247973.501324,470.9715766,99.865317,-77.376901,14.9089982,465672.0148616,5247978.150270199,466.7631898,4.208386799999971,True,0.0,0.0,475.9876403808594,0.0916310921311378,0.9935919046401978,0.0082288114354014,-0.0453339666128158,0.1032105758786201,0.0,0.0,0.0,1.0,957.75,472.5866394042969,10.260000228881836,0.0,4.208386799999971,0.0,0.0,5.250074851288605
194,data/raw/zurich_mav_sample/MAV_Images/00194.jpg,00194.jpg,13422540,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True,465665.48160996666,5247973.498391167,470.97395106666664,99.887641,-77.37969866666667,14.933063966666666,465672.00307556667,5247978.157007299,466.7576233666667,4.216327699999965,True,0.0,0.0,476.0747680664063,0.0940609872341156,0.99338561296463,0.0117564061656594,-0.0455083362758159,0.1047658324241638,0.0,0.0,0.0,1.0,957.75,472.5866394042969,10.260000228881836,0.0,4.216327699999965,0.0,0.0,5.389297585348738
195,data/raw/zurich_mav_sample/MAV_Images/00195.jpg,00195.jpg,13455873,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True,465665.48251473333,5247973.495458334,470.97632553333335,99.909965,-77.38249633333334,14.957129733333332,465671.9912895333,5247978.163744399,466.75205693333334,4.224268600000016,True,0.0,0.0,475.9876403808594,0.0946809649467468,0.9932267665863036,0.0126730902120471,-0.0457275584340095,0.1060612574219703,0.0,0.0,0.0,1.0,957.739990234375,472.67376708984375,10.260000228881836,0.0,4.224268600000016,0.0,0.0,5.4248196916746805
196,data/raw/zurich_mav_sample/MAV_Images/00196.jpg,00196.jpg,13489206,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True,465665.4834195,5247973.4925255,470.9787,99.932289,-77.385294,14.981195499999998,465671.9795035,5247978.170481499,466.74649050000005,4.2322094999999536,True,0.0,0.0,475.9876403808594,0.095528520643711,0.9931690096855164,0.0121742207556962,-0.0460986569523811,0.1064992994070053,0.0,0.0,0.0,1.0,957.739990234375,472.67376708984375,10.260000228881836,0.0,4.2322094999999536,0.0,0.0,5.4733810560129985
197,data/raw/zurich_mav_sample/MAV_Images/00197.jpg,00197.jpg,13522539,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True,465665.48432426667,5247973.489592667,470.98107446666666,99.95461300000001,-77.38809166666667,15.005261266666666,465671.96771746664,5247978.1772186,466.7409240666667,4.240150399999948,True,0.0,0.0,476.0738220214844,0.1008461937308311,0.9929537773132324,0.0128530524671077,-0.0487478151917457,0.107244536280632,0.0,0.0,0.0,1.0,957.739990234375,472.67376708984375,10.260000228881836,0.0,4.240150399999948,0.0,0.0,5.778061280735284
198,data/raw/zurich_mav_sample/MAV_Images/00198.jpg,00198.jpg,13555872,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True,465665.48522903334,5247973.486659833,470.98344893333336,99.976937,-77.39088933333333,15.029327033333333,465671.9559314333,5247978.1839557,466.73535763333336,4.248091299999999,True,0.0,0.0,476.335205078125,0.1082234159111976,0.9927337765693665,0.0153123987838625,-0.0518746264278888,0.107491098344326,0.0,0.0,0.0,1.0,957.699951171875,473.0222778320313,10.25,0.0,4.248091299999999,0.0,0.0,6.200744976200584
199,data/raw/zurich_mav_sample/MAV_Images/00199.jpg,00199.jpg,13592107,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True,465665.4861338,5247973.483727001,470.9858234,99.999261,-77.393687,15.0533928,465671.94414539996,5247978.1906928,466.7297912,4.256032199999993,True,0.0,0.0,476.4223327636719,0.1116265207529068,0.9926252365112304,0.0166462939232587,-0.0532036013901233,0.1076452061533927,0.0,0.0,0.0,1.0,957.699951171875,473.0222778320313,10.25,0.0,4.256032199999993,0.0,0.0,6.395728520871056
200,data/raw/zurich_mav_sample/MAV_Images/00200.jpg,00200.jpg,13625440,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True,465665.4870385667,5247973.480794167,470.98819786666667,100.021585,-77.39648466666667,15.077458566666666,465671.9323593667,5247978.1974299,466.7242247666667,4.263973099999987,True,0.0,0.0,476.1609497070313,0.1119014322757721,0.9926106929779052,0.0167691465467214,-0.053387951105833,0.1076690256595611,0.0,0.0,0.0,1.0,957.699951171875,473.0222778320313,10.25,0.0,4.263973099999987,0.0,0.0,6.411479790870752
201,data/raw/zurich_mav_sample/MAV_Images/00201.jpg,00201.jpg,13658773,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True,465665.48794333334,5247973.477861334,470.9905723333333,100.043909,-77.39928233333333,15.101524333333332,465671.92057333334,5247978.204167,466.71865833333334,4.271913999999981,True,0.0,0.0,476.4223327636719,0.1140981614589691,0.9925786852836608,0.0166681110858917,-0.054532092064619,0.1074058189988136,0.0,0.0,0.0,1.0,957.72998046875,472.7608947753906,10.25,0.0,4.271913999999981,0.0,0.0,6.537343101801161
202,data/raw/zurich_mav_sample/MAV_Images/00202.jpg,00202.jpg,13692106,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True,465665.4888481,5247973.4749285,470.9929468,100.06623300000001,-77.40208,15.1255901,465671.9087873,5247978.2109041,466.7130919,4.279854900000032,True,0.0,0.0,476.4223327636719,0.1154893487691879,0.9925609827041626,0.0165468659251928,-0.0552511550486087,0.1072208881378173,0.0,0.0,0.0,1.0,957.72998046875,472.7608947753906,10.25,0.0,4.279854900000032,0.0,0.0,6.617052263188855
203,data/raw/zurich_mav_sample/MAV_Images/00203.jpg,00203.jpg,13725439,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True,465665.4897528667,5247973.471995667,470.9953212666667,100.08855700000001,-77.40487766666666,15.149655866666667,465671.89700126665,5247978.2176412,466.7075254666667,4.287795799999969,True,0.0,0.0,476.335205078125,0.1189029663801193,0.992519736289978,0.0172703247517347,-0.0568671897053718,0.1066418960690498,0.0,0.0,0.0,1.0,957.72998046875,472.7608947753906,10.25,0.0,4.287795799999969,0.0,0.0,6.812638145166756
204,data/raw/zurich_mav_sample/MAV_Images/00204.jpg,00204.jpg,13758772,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True,465665.49065763335,5247973.469062834,470.99769573333333,100.110881,-77.40767533333334,15.173721633333333,465671.8852152333,5247978.2243783,466.70195903333337,4.2957366999999635,True,0.0,0.0,476.5094604492188,0.1207219511270523,0.9925374984741212,0.0176794156432151,-0.0575838759541511,0.1060234233736991,0.0,0.0,0.0,1.0,957.7099609375,472.9351501464844,10.25,0.0,4.2957366999999635,0.0,0.0,6.916858294164689
205,data/raw/zurich_mav_sample/MAV_Images/00205.jpg,00205.jpg,13808127,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True,465665.4915624,5247973.466130001,471.0000702,100.133205,-77.41047300000001,15.1977874,465671.8734292,5247978.2311154,466.6963926,4.303677599999958,True,0.0,0.0,476.335205078125,0.1214435696601867,0.9925922155380248,0.0184509865939617,-0.0578384175896644,0.1052371934056282,0.0,0.0,0.0,1.0,957.7099609375,472.9351501464844,10.25,0.0,4.303677599999958,0.0,0.0,6.958203990531711
206,data/raw/zurich_mav_sample/MAV_Images/00206.jpg,00206.jpg,13841460,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True,465665.4924671667,5247973.463197167,471.0024446666667,100.155529,-77.41327066666668,15.221853166666666,465671.86164316663,5247978.2378525,466.6908261666667,4.311618500000009,True,0.0,0.0,476.6837158203125,0.1206041648983955,0.9927396178245544,0.0187694877386093,-0.0571573078632354,0.1041576936841011,0.0,0.0,0.0,1.0,957.7099609375,472.9351501464844,10.25,0.0,4.311618500000009,0.0,0.0,6.9101096403778905
207,data/raw/zurich_mav_sample/MAV_Images/00207.jpg,00207.jpg,13874793,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True,465665.49337193335,5247973.4602643335,471.00481913333334,100.177853,-77.41606833333334,15.245918933333332,465671.8498571333,5247978.2445896,466.68525973333334,4.319559400000003,True,0.0,0.0,476.335205078125,0.1203168332576751,0.9928181171417236,0.0183912720531225,-0.0572400316596031,0.1034291833639144,0.0,0.0,0.0,1.0,957.7099609375,472.9351501464844,10.25,0.0,4.319559400000003,0.0,0.0,6.893646750044043
208,data/raw/zurich_mav_sample/MAV_Images/00208.jpg,00208.jpg,13908126,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True,465665.4942767,5247973.4573315,471.0071936,100.200177,-77.41886600000001,15.269984699999998,465671.8380711,5247978.2513267,466.67969330000005,4.32750029999994,True,0.0,0.0,476.335205078125,0.1192813292145729,0.9929847121238708,0.0164571739733219,-0.0571536235511302,0.1021960452198982,0.0,0.0,0.0,1.0,957.7099609375,472.9351501464844,10.25,0.0,4.32750029999994,0.0,0.0,6.834316738705554
209,data/raw/zurich_mav_sample/MAV_Images/00209.jpg,00209.jpg,13941459,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True,465665.4951814667,5247973.454398667,471.00956806666665,100.22250100000001,-77.42166366666667,15.294050466666667,465671.82628506667,5247978.2580638,466.6741268666667,4.335441199999934,True,0.0,0.0,476.5094604492188,0.1182766854763031,0.9931538701057434,0.0156076746061444,-0.0568685159087181,0.1008356735110282,0.0,0.0,0.0,1.0,957.6699829101562,473.2836608886719,10.25,0.0,4.335441199999934,0.0,0.0,6.776754892588449
210,data/raw/zurich_mav_sample/MAV_Images/00210.jpg,00210.jpg,13974792,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True,465665.49608623335,5247973.451465834,471.01194253333335,100.244825,-77.42446133333334,15.318116233333333,465671.8144990333,5247978.2648009,466.66856043333337,4.343382099999985,True,0.0,0.0,476.5965881347656,0.1188027933239936,0.9932003021240234,0.0157558172941207,-0.0572398118674755,0.1001430824398994,0.0,0.0,0.0,1.0,957.6699829101562,473.2836608886719,10.25,0.0,4.343382099999985,0.0,0.0,6.806898651829826
211,data/raw/zurich_mav_sample/MAV_Images/00211.jpg,00211.jpg,13989764,47.3843593,8.5451929,466.663,1.0958659404423088,0.2381003852933645,1.752999999999986,onboard_gps,3,6,8.858000755,1.29e-43,0.310000002,-0.07,0.629999995,True,465665.496991,5247973.448533,471.014317,100.267149,-77.427259,15.342182,465671.802713,5247978.271538,466.662994,4.351322999999979,True,0.0,0.0,476.6837158203125,0.1185982078313827,0.9932615160942078,0.015889910981059,-0.0571414716541767,0.0995688140392303,0.0,0.0,0.0,1.0,957.6699829101562,473.2836608886719,10.25,0.0,4.351322999999979,0.0,0.0,6.795176766553616
212,data/raw/zurich_mav_sample/MAV_Images/00212.jpg,00212.jpg,14023097,47.3843593,8.5451929,466.663,1.0958659404423088,0.2381003852933645,1.752999999999986,onboard_gps,3,6,8.858000755,1.29e-43,0.310000002,-0.07,0.629999995,True,465665.49618423334,5247973.443600033,471.0172730666667,100.20424253333334,-77.35853893333334,15.283146766666666,465671.8060378,5247978.280780033,466.6656276666667,4.351645399999995,True,0.0,0.0,476.5965881347656,0.1176423802971839,0.9934215545654296,0.0169276185333728,-0.056314893066883,0.0982639342546463,0.0,0.0,0.0,1.0,957.6699829101562,473.2836608886719,10.25,0.0,4.351645399999995,0.0,0.0,6.740411882901628
213,data/raw/zurich_mav_sample/MAV_Images/00213.jpg,00213.jpg,14056430,47.3843593,8.5451929,466.663,1.0958659404423088,0.2381003852933645,1.752999999999986,onboard_gps,3,6,8.858000755,1.29e-43,0.310000002,-0.07,0.629999995,True,465665.49537746666,5247973.438667067,471.0202291333333,100.14133606666667,-77.28981886666668,15.224111533333332,465671.8093626,5247978.290022066,466.66826133333336,4.351967799999954,True,0.0,0.0,476.2490234375,0.1166834011673927,0.9935782551765442,0.0169392544776201,-0.0558048970997333,0.0969603955745697,0.0,0.0,0.0,1.0,957.6699829101562,473.2836608886719,10.260000228881836,0.0,4.351967799999954,0.0,0.0,6.685466426123464
214,data/raw/zurich_mav_sample/MAV_Images/00214.jpg,00214.jpg,14089763,47.3843593,8.5451929,466.663,1.0958659404423088,0.2381003852933645,1.752999999999986,onboard_gps,3,6,8.858000755,1.29e-43,0.310000002,-0.07,0.629999995,True,465665.49457070004,5247973.4337341,471.0231852,100.0784296,-77.22109880000001,15.165076299999999,465671.8126874,5247978.299264099,466.67089500000003,4.35229019999997,True,0.0,0.0,476.6846618652344,0.1160373240709304,0.9936450719833374,0.0166058987379074,-0.0556013919413089,0.0964482426643371,0.0,0.0,0.0,1.0,957.6699829101562,473.2836608886719,10.260000228881836,0.0,4.35229019999997,0.0,0.0,6.648448935256108
215,data/raw/zurich_mav_sample/MAV_Images/00215.jpg,00215.jpg,14123096,47.3843593,8.5451929,466.663,1.0958659404423088,0.2381003852933645,1.752999999999986,onboard_gps,3,6,8.858000755,1.29e-43,0.310000002,-0.07,0.629999995,True,465665.49376393337,5247973.428801133,471.0261412666667,100.01552313333333,-77.15237873333334,15.106041066666666,465671.81601219997,5247978.308506133,466.6735286666667,4.352612599999986,True,0.0,0.0,476.5104064941406,0.1179833561182022,0.9937071204185486,0.0162964351475238,-0.0566742345690727,0.0952293276786804,0.0,0.0,0.0,1.0,957.6599731445312,473.3707885742188,10.260000228881836,0.0,4.352612599999986,0.0,0.0,6.759948358361985
216,data/raw/zurich_mav_sample/MAV_Images/00216.jpg,00216.jpg,14156429,47.3843593,8.5451929,466.663,1.0958659404423088,0.2381003852933645,1.752999999999986,onboard_gps,3,6,8.858000755,1.29e-43,0.310000002,-0.07,0.629999995,True,465665.4929571667,5247973.423868167,471.0290973333333,99.95261666666667,-77.08365866666668,15.047005833333333,465671.81933699996,5247978.317748167,466.67616233333337,4.352934999999945,True,0.0,0.0,476.7717895507813,0.1197764873504638,0.9937300086021424,0.0168518126010894,-0.0572649575769901,0.094538614153862,0.0,0.0,0.0,1.0,957.6599731445312,473.3707885742188,10.260000228881836,0.0,4.352934999999945,0.0,0.0,6.862687210083668
