imgid,image_path,image_filename,timestamp,x_enu_m,y_enu_m,z_enu_m,lat,lon,alt,quality_status,quality_error,image_width,image_height,brightness_mean,contrast_std,blur_score_laplacian_var,orb_keypoints,is_low_blur_score,is_low_feature_count,is_low_contrast,weak_frame_candidate
212,data/raw/zurich_mav_sample/MAV_Images/00212.jpg,00212.jpg,14023097,1.0958659404423088,0.2381003852933645,1.752999999999986,47.3843593,8.5451929,466.663,ok,,1920,1080,108.13616946373457,61.37388785755205,754.1809509940366,1000,True,False,True,True
213,data/raw/zurich_mav_sample/MAV_Images/00213.jpg,00213.jpg,14056430,1.0958659404423088,0.2381003852933645,1.752999999999986,47.3843593,8.5451929,466.663,ok,,1920,1080,108.20359182098765,60.83213307434697,637.0760408091882,1000,True,False,True,True
214,data/raw/zurich_mav_sample/MAV_Images/00214.jpg,00214.jpg,14089763,1.0958659404423088,0.2381003852933645,1.752999999999986,47.3843593,8.5451929,466.663,ok,,1920,1080,107.96662519290123,61.5504037368193,909.4977927797107,1000,False,False,True,True
215,data/raw/zurich_mav_sample/MAV_Images/00215.jpg,00215.jpg,14123096,1.0958659404423088,0.2381003852933645,1.752999999999986,47.3843593,8.5451929,466.663,ok,,1920,1080,108.03618296682099,61.49839197556893,851.6211889848855,1000,False,False,True,True
216,data/raw/zurich_mav_sample/MAV_Images/00216.jpg,00216.jpg,14156429,1.0958659404423088,0.2381003852933645,1.752999999999986,47.3843593,8.5451929,466.663,ok,,1920,1080,108.14486400462962,60.6468715888741,629.700002759038,1000,True,False,True,True
217,data/raw/zurich_mav_sample/MAV_Images/00217.jpg,00217.jpg,14191526,1.1190937662031502,0.3379883291199803,1.7159999999999511,47.3843602,8.5451932,466.626,ok,,1920,1080,107.17021363811729,61.746482042154106,1102.8162477612739,1000,False,False,True,True
218,data/raw/zurich_mav_sample/MAV_Images/00218.jpg,00218.jpg,14224859,1.1190937662031502,0.3379883291199803,1.7159999999999511,47.3843602,8.5451932,466.626,ok,,1920,1080,107.44566888503087,61.023767454567086,764.6023240937063,1000,True,False,True,True
219,data/raw/zurich_mav_sample/MAV_Images/00219.jpg,00219.jpg,14258192,1.1190937662031502,0.3379883291199803,1.7159999999999511,47.3843602,8.5451932,466.626,ok,,1920,1080,107.22245466820988,61.618290865042034,966.0016134297492,1000,False,False,True,True
220,data/raw/zurich_mav_sample/MAV_Images/00220.jpg,00220.jpg,14291525,1.1190937662031502,0.3379883291199803,1.7159999999999511,47.3843602,8.5451932,466.626,ok,,1920,1080,107.26762731481482,61.765056634852016,1020.6755814238569,1000,False,False,True,True
221,data/raw/zurich_mav_sample/MAV_Images/00221.jpg,00221.jpg,14324858,1.1190937662031502,0.3379883291199803,1.7159999999999511,47.3843602,8.5451932,466.626,ok,,1920,1080,107.24322675540124,61.96175640299482,1167.8428168106357,1000,False,False,True,True
222,data/raw/zurich_mav_sample/MAV_Images/00222.jpg,00222.jpg,14358191,1.1190937662031502,0.3379883291199803,1.7159999999999511,47.3843602,8.5451932,466.626,ok,,1920,1080,107.32666859567901,61.92511744312356,1145.8480958513721,1000,False,False,True,True
223,data/raw/zurich_mav_sample/MAV_Images/00223.jpg,00223.jpg,14387222,1.164900206727907,0.4266306385397911,1.718999999999994,47.384361,8.5451938,466.629,ok,,1920,1080,107.29422887731481,62.043864979433046,1308.5306371969505,1000,False,False,False,False
224,data/raw/zurich_mav_sample/MAV_Images/00224.jpg,00224.jpg,14420555,1.164900206727907,0.4266306385397911,1.718999999999994,47.384361,8.5451938,466.629,ok,,1920,1080,107.28408950617283,62.16739216092913,1449.3451639973787,1000,False,False,False,False
225,data/raw/zurich_mav_sample/MAV_Images/00225.jpg,00225.jpg,14453888,1.164900206727907,0.4266306385397911,1.718999999999994,47.384361,8.5451938,466.629,ok,,1920,1080,107.33897328317902,62.16191750914254,1411.3138973406626,1000,False,False,False,False
226,data/raw/zurich_mav_sample/MAV_Images/00226.jpg,00226.jpg,14487221,1.164900206727907,0.4266306385397911,1.718999999999994,47.384361,8.5451938,466.629,ok,,1920,1080,107.33609326774692,62.127107120597294,1407.722748683515,1000,False,False,False,False
227,data/raw/zurich_mav_sample/MAV_Images/00227.jpg,00227.jpg,14520554,1.164900206727907,0.4266306385397911,1.718999999999994,47.384361,8.5451938,466.629,ok,,1920,1080,107.35083429783951,62.09331060130164,1415.2465605878951,1000,False,False,False,False
228,data/raw/zurich_mav_sample/MAV_Images/00228.jpg,00228.jpg,14553887,1.164900206727907,0.4266306385397911,1.718999999999994,47.384361,8.5451938,466.629,ok,,1920,1080,107.30150704089506,62.19353250756023,1529.7678176283994,1000,False,False,False,False
229,data/raw/zurich_mav_sample/MAV_Images/00229.jpg,00229.jpg,14588057,1.1730972607037984,0.5377201251685619,1.6199999999999477,47.384362,8.5451939,466.53,ok,,1920,1080,107.34924864969136,62.13317508774266,1469.8277127614278,1000,False,False,False,False
230,data/raw/zurich_mav_sample/MAV_Images/00230.jpg,00230.jpg,14621390,1.1730972607037984,0.5377201251685619,1.6199999999999477,47.384362,8.5451939,466.53,ok,,1920,1080,107.37570408950617,62.17952690983054,1538.0746543483085,1000,False,False,False,False
231,data/raw/zurich_mav_sample/MAV_Images/00231.jpg,00231.jpg,14654723,1.1730972607037984,0.5377201251685619,1.6199999999999477,47.384362,8.5451939,466.53,ok,,1920,1080,107.4341902970679,62.075061612649,1377.4332984731775,1000,False,False,False,False
232,data/raw/zurich_mav_sample/MAV_Images/00232.jpg,00232.jpg,14688056,1.1730972607037984,0.5377201251685619,1.6199999999999477,47.384362,8.5451939,466.53,ok,,1920,1080,107.10994743441358,61.99366041400478,1373.3232444721668,1000,False,False,False,False
233,data/raw/zurich_mav_sample/MAV_Images/00233.jpg,00233.jpg,14721389,1.1730972607037984,0.5377201251685619,1.6199999999999477,47.384362,8.5451939,466.53,ok,,1920,1080,107.3088102816358,61.95513081497151,1269.2192084105777,1000,False,False,True,True
234,data/raw/zurich_mav_sample/MAV_Images/00234.jpg,00234.jpg,14754722,1.1730972607037984,0.5377201251685619,1.6199999999999477,47.384362,8.5451939,466.53,ok,,1920,1080,107.43442949459876,61.952569863567234,1270.1217655751498,1000,False,False,True,True
235,data/raw/zurich_mav_sample/MAV_Images/00235.jpg,00235.jpg,14796032,1.2109663290902972,0.5597263779491186,1.7299999999999611,47.3843622,8.5451944,466.64,ok,,1920,1080,107.50840518904322,61.904913829543695,1214.6652145365538,1000,False,False,True,True
236,data/raw/zurich_mav_sample/MAV_Images/00236.jpg,00236.jpg,14829365,1.2109663290902972,0.5597263779491186,1.7299999999999611,47.3843622,8.5451944,466.64,ok,,1920,1080,107.61328414351851,61.87419296173315,1165.1330727502138,1000,False,False,True,True
237,data/raw/zurich_mav_sample/MAV_Images/00237.jpg,00237.jpg,14862698,1.2109663290902972,0.5597263779491186,1.7299999999999611,47.3843622,8.5451944,466.64,ok,,1920,1080,107.70045331790124,61.78362870089751,1094.7371471223748,1000,False,False,True,True
238,data/raw/zurich_mav_sample/MAV_Images/00238.jpg,00238.jpg,14896031,1.2109663290902972,0.5597263779491186,1.7299999999999611,47.3843622,8.5451944,466.64,ok,,1920,1080,107.76288917824074,61.668642650128824,1008.7396504816984,1000,False,False,True,True
239,data/raw/zurich_mav_sample/MAV_Images/00239.jpg,00239.jpg,14929364,1.2109663290902972,0.5597263779491186,1.7299999999999611,47.3843622,8.5451944,466.64,ok,,1920,1080,107.8313107638889,61.713349164058634,995.463155222029,1000,False,False,True,True
240,data/raw/zurich_mav_sample/MAV_Images/00240.jpg,00240.jpg,14962697,1.2109663290902972,0.5597263779491186,1.7299999999999611,47.3843622,8.5451944,466.64,ok,,1920,1080,107.82500771604938,61.65739848238555,978.2587816658679,1000,False,False,True,True
241,data/raw/zurich_mav_sample/MAV_Images/00241.jpg,00241.jpg,14990721,1.1956109551829286,0.5153611321002245,1.8319999999999936,47.3843618,8.5451942,466.742,ok,,1920,1080,107.97273582175926,61.45413275671428,848.3224821477922,1000,False,False,True,True
242,data/raw/zurich_mav_sample/MAV_Images/00242.jpg,00242.jpg,15024054,1.1956109551829286,0.5153611321002245,1.8319999999999936,47.3843618,8.5451942,466.742,ok,,1920,1080,107.97408275462963,61.46610202451478,825.8311744840337,1000,False,False,True,True
243,data/raw/zurich_mav_sample/MAV_Images/00243.jpg,00243.jpg,15057387,1.1956109551829286,0.5153611321002245,1.8319999999999936,47.3843618,8.5451942,466.742,ok,,1920,1080,108.07999228395062,61.40912869245841,771.636589958117,1000,False,False,True,True
244,data/raw/zurich_mav_sample/MAV_Images/00244.jpg,00244.jpg,15090720,1.1956109551829286,0.5153611321002245,1.8319999999999936,47.3843618,8.5451942,466.742,ok,,1920,1080,108.17913483796296,61.249683860231855,708.2925366339595,1000,True,False,True,True
245,data/raw/zurich_mav_sample/MAV_Images/00245.jpg,00245.jpg,15124053,1.1956109551829286,0.5153611321002245,1.8319999999999936,47.3843618,8.5451942,466.742,ok,,1920,1080,108.08301408179013,61.464664928567316,808.8394358699763,1000,False,False,True,True
246,data/raw/zurich_mav_sample/MAV_Images/00246.jpg,00246.jpg,15157386,1.1956109551829286,0.5153611321002245,1.8319999999999936,47.3843618,8.5451942,466.742,ok,,1920,1080,108.05507185570988,61.667088579165785,894.2369310930648,1000,False,False,True,True
247,data/raw/zurich_mav_sample/MAV_Images/00247.jpg,00247.jpg,15185446,1.2946418339270167,0.6703749448060989,1.613999999999976,47.3843632,8.5451955,466.524,ok,,1920,1080,107.64069733796296,61.366533132259214,859.056303156123,1000,False,False,True,True
248,data/raw/zurich_mav_sample/MAV_Images/00248.jpg,00248.jpg,15218779,1.2946418339270167,0.6703749448060989,1.613999999999976,47.3843632,8.5451955,466.524,ok,,1920,1080,107.83930555555555,61.14430551296506,731.9234276992025,1000,True,False,True,True
249,data/raw/zurich_mav_sample/MAV_Images/00249.jpg,00249.jpg,15252112,1.2946418339270167,0.6703749448060989,1.613999999999976,47.3843632,8.5451955,466.524,ok,,1920,1080,107.67550684799383,61.40082905978571,816.6972791913629,1000,False,False,True,True
250,data/raw/zurich_mav_sample/MAV_Images/00250.jpg,00250.jpg,15285445,1.2946418339270167,0.6703749448060989,1.613999999999976,47.3843632,8.5451955,466.524,ok,,1920,1080,107.67937644675926,61.52041069997615,839.7130864173329,1000,False,False,True,True
251,data/raw/zurich_mav_sample/MAV_Images/00251.jpg,00251.jpg,15318778,1.2946418339270167,0.6703749448060989,1.613999999999976,47.3843632,8.5451955,466.524,ok,,1920,1080,107.68251687885802,61.70635988457488,895.9454189404144,1000,False,False,True,True
252,data/raw/zurich_mav_sample/MAV_Images/00252.jpg,00252.jpg,15352111,1.2946418339270167,0.6703749448060989,1.613999999999976,47.3843632,8.5451955,466.524,ok,,1920,1080,107.75867091049383,61.767247897696045,907.1850008200286,1000,False,False,True,True
253,data/raw/zurich_mav_sample/MAV_Images/00253.jpg,00253.jpg,15387279,1.2869641475263052,0.6481923200190067,1.6509999999999536,47.384363,8.5451954,466.561,ok,,1920,1080,107.75309365354939,61.76997115698896,905.2131915792972,1000,False,False,True,True
254,data/raw/zurich_mav_sample/MAV_Images/00254.jpg,00254.jpg,15420612,1.2869641475263052,0.6481923200190067,1.6509999999999536,47.384363,8.5451954,466.561,ok,,1920,1080,107.69546971450617,61.762696114157656,914.4894803719367,1000,False,False,True,True
255,data/raw/zurich_mav_sample/MAV_Images/00255.jpg,00255.jpg,15453945,1.2869641475263052,0.6481923200190067,1.6509999999999536,47.384363,8.5451954,466.561,ok,,1920,1080,107.74756992669754,61.64429433094686,882.5345784186345,1000,False,False,True,True
256,data/raw/zurich_mav_sample/MAV_Images/00256.jpg,00256.jpg,15487278,1.2869641475263052,0.6481923200190067,1.6509999999999536,47.384363,8.5451954,466.561,ok,,1920,1080,107.6099643132716,61.838638717896465,997.4304167696639,1000,False,False,True,True
257,data/raw/zurich_mav_sample/MAV_Images/00257.jpg,00257.jpg,15520611,1.2869641475263052,0.6481923200190067,1.6509999999999536,47.384363,8.5451954,466.561,ok,,1920,1080,107.61254436728395,61.81149511603728,963.3868754818627,1000,False,False,True,True
258,data/raw/zurich_mav_sample/MAV_Images/00258.jpg,00258.jpg,15553944,1.2869641475263052,0.6481923200190067,1.6509999999999536,47.384363,8.5451954,466.561,ok,,1920,1080,107.52152874228395,61.74034368268826,942.552522181758,1000,False,False,True,True
259,data/raw/zurich_mav_sample/MAV_Images/00259.jpg,00259.jpg,15585104,1.3093480007955804,0.6036066133528948,1.817999999999984,47.3843626,8.5451957,466.728,ok,,1920,1080,107.36817177854938,61.85004287477655,1015.9437808639881,1000,False,False,True,True
260,data/raw/zurich_mav_sample/MAV_Images/00260.jpg,00260.jpg,15618437,1.3093480007955804,0.6036066133528948,1.817999999999984,47.3843626,8.5451957,466.728,ok,,1920,1080,107.18751543209876,62.166176830061154,1276.662074121953,1000,False,False,False,False
261,data/raw/zurich_mav_sample/MAV_Images/00261.jpg,00261.jpg,15651770,1.3093480007955804,0.6036066133528948,1.817999999999984,47.3843626,8.5451957,466.728,ok,,1920,1080,107.16663580246913,62.272218440427835,1337.7597495840555,1000,False,False,False,False
262,data/raw/zurich_mav_sample/MAV_Images/00262.jpg,00262.jpg,15685103,1.3093480007955804,0.6036066133528948,1.817999999999984,47.3843626,8.5451957,466.728,ok,,1920,1080,106.90038869598766,61.974134003918486,1092.8376957856353,1000,False,False,True,True
263,data/raw/zurich_mav_sample/MAV_Images/00263.jpg,00263.jpg,15718436,1.3093480007955804,0.6036066133528948,1.817999999999984,47.3843626,8.5451957,466.728,ok,,1920,1080,107.08348765432099,62.091126439699686,1139.9848512726126,1000,False,False,False,False
264,data/raw/zurich_mav_sample/MAV_Images/00264.jpg,00264.jpg,15751769,1.3093480007955804,0.6036066133528948,1.817999999999984,47.3843626,8.5451957,466.728,ok,,1920,1080,107.20022665895061,62.19171855803399,1207.949391590511,1000,False,False,False,False
265,data/raw/zurich_mav_sample/MAV_Images/00265.jpg,00265.jpg,15786962,1.2942523102392445,0.6036947993561625,1.780999999999949,47.3843626,8.5451955,466.691,ok,,1920,1080,107.42132957175926,62.0894678115718,1109.7065146514,1000,False,False,False,False
266,data/raw/zurich_mav_sample/MAV_Images/00266.jpg,00266.jpg,15820295,1.2942523102392445,0.6036947993561625,1.780999999999949,47.3843626,8.5451955,466.691,ok,,1920,1080,107.4947511574074,62.18832531274885,1197.9197344259044,1000,False,False,False,False
267,data/raw/zurich_mav_sample/MAV_Images/00267.jpg,00267.jpg,15853628,1.2942523102392445,0.6036947993561625,1.780999999999949,47.3843626,8.5451955,466.691,ok,,1920,1080,107.58007764274691,62.263599357656986,1238.7638218627715,1000,False,False,False,False
268,data/raw/zurich_mav_sample/MAV_Images/00268.jpg,00268.jpg,15886961,1.2942523102392445,0.6036947993561625,1.780999999999949,47.3843626,8.5451955,466.691,ok,,1920,1080,107.62411168981481,62.336361562347065,1308.35648378362,1000,False,False,False,False
269,data/raw/zurich_mav_sample/MAV_Images/00269.jpg,00269.jpg,15920294,1.2942523102392445,0.6036947993561625,1.780999999999949,47.3843626,8.5451955,466.691,ok,,1920,1080,107.75757667824074,62.130094702631155,1152.710674954899,1000,False,False,False,False
270,data/raw/zurich_mav_sample/MAV_Images/00270.jpg,00270.jpg,15953627,1.2942523102392445,0.6036947993561625,1.780999999999949,47.3843626,8.5451955,466.691,ok,,1920,1080,107.74490692515432,62.257821129695415,1248.576913975109,1000,False,False,False,False
271,data/raw/zurich_mav_sample/MAV_Images/00271.jpg,00271.jpg,15983557,1.2489652385702357,0.6039593508467078,1.7849999999999682,47.3843626,8.5451949,466.695,ok,,1920,1080,107.91928771219136,61.84718699544541,979.2954364717879,1000,False,False,True,True
272,data/raw/zurich_mav_sample/MAV_Images/00272.jpg,00272.jpg,16016890,1.2489652385702357,0.6039593508467078,1.7849999999999682,47.3843626,8.5451949,466.695,ok,,1920,1080,107.97999517746914,62.068602295323515,1080.0688420483814,1000,False,False,False,False
273,data/raw/zurich_mav_sample/MAV_Images/00273.jpg,00273.jpg,16050223,1.2489652385702357,0.6039593508467078,1.7849999999999682,47.3843626,8.5451949,466.695,ok,,1920,1080,107.99783998842592,62.22130434484401,1122.4735893431548,1000,False,False,False,False
274,data/raw/zurich_mav_sample/MAV_Images/00274.jpg,00274.jpg,16083556,1.2489652385702357,0.6039593508467078,1.7849999999999682,47.3843626,8.5451949,466.695,ok,,1920,1080,108.08213638117284,62.287032826127614,1127.2517353782582,1000,False,False,False,False
275,data/raw/zurich_mav_sample/MAV_Images/00275.jpg,00275.jpg,16116889,1.2489652385702357,0.6039593508467078,1.7849999999999682,47.3843626,8.5451949,466.695,ok,,1920,1080,108.1157918595679,62.40691291477536,1256.6519740456395,1000,False,False,False,False
276,data/raw/zurich_mav_sample/MAV_Images/00276.jpg,00276.jpg,16150222,1.2489652385702357,0.6039593508467078,1.7849999999999682,47.3843626,8.5451949,466.695,ok,,1920,1080,108.22860773533951,62.38889521015931,1222.0877901378458,1000,False,False,False,False
277,data/raw/zurich_mav_sample/MAV_Images/00277.jpg,00277.jpg,16191395,1.1962601632112635,0.6264947094023228,1.8379999999999648,47.3843628,8.5451942,466.748,ok,,1920,1080,107.80239342206791,62.390567724090616,1272.750593501101,1000,False,False,False,False
278,data/raw/zurich_mav_sample/MAV_Images/00278.jpg,00278.jpg,16224728,1.1962601632112635,0.6264947094023228,1.8379999999999648,47.3843628,8.5451942,466.748,ok,,1920,1080,108.00145688657408,62.39136241401298,1232.874601643229,1000,False,False,False,False
279,data/raw/zurich_mav_sample/MAV_Images/00279.jpg,00279.jpg,16258061,1.1962601632112635,0.6264947094023228,1.8379999999999648,47.3843628,8.5451942,466.748,ok,,1920,1080,108.16357301311729,62.34086624448233,1157.4665270093356,1000,False,False,False,False
280,data/raw/zurich_mav_sample/MAV_Images/00280.jpg,00280.jpg,16291394,1.1962601632112635,0.6264947094023228,1.8379999999999648,47.3843628,8.5451942,466.748,ok,,1920,1080,108.29318721064814,62.38006259358863,1129.8910170443978,1000,False,False,False,False
281,data/raw/zurich_mav_sample/MAV_Images/00281.jpg,00281.jpg,16324727,1.1962601632112635,0.6264947094023228,1.8379999999999648,47.3843628,8.5451942,466.748,ok,,1920,1080,108.39800347222223,62.432104663971856,1188.2520687032927,1000,False,False,False,False
282,data/raw/zurich_mav_sample/MAV_Images/00282.jpg,00282.jpg,16358060,1.1962601632112635,0.6264947094023228,1.8379999999999648,47.3843628,8.5451942,466.748,ok,,1920,1080,108.5093325617284,62.2529954261131,1022.1955179815093,1000,False,False,False,False
283,data/raw/zurich_mav_sample/MAV_Images/00283.jpg,00283.jpg,16388182,1.135877401335165,0.6268474478274584,1.823999999999956,47.3843628,8.5451934,466.734,ok,,1920,1080,108.55091917438271,62.42965985348089,1109.0358274495438,1000,False,False,False,False
284,data/raw/zurich_mav_sample/MAV_Images/00284.jpg,00284.jpg,16421515,1.135877401335165,0.6268474478274584,1.823999999999956,47.3843628,8.5451934,466.734,ok,,1920,1080,108.6912996720679,62.183832912838064,914.9992418458951,1000,False,False,False,False
285,data/raw/zurich_mav_sample/MAV_Images/00285.jpg,00285.jpg,16454848,1.135877401335165,0.6268474478274584,1.823999999999956,47.3843628,8.5451934,466.734,ok,,1920,1080,108.81930893132716,62.1892211960521,869.5791534346238,1000,False,False,False,False
286,data/raw/zurich_mav_sample/MAV_Images/00286.jpg,00286.jpg,16488181,1.135877401335165,0.6268474478274584,1.823999999999956,47.3843628,8.5451934,466.734,ok,,1920,1080,108.87861111111111,62.24293972028593,872.7637885802432,1000,False,False,False,False
287,data/raw/zurich_mav_sample/MAV_Images/00287.jpg,00287.jpg,16521514,1.135877401335165,0.6268474478274584,1.823999999999956,47.3843628,8.5451934,466.734,ok,,1920,1080,108.97914207175926,62.21479344322952,845.5889245913384,1000,False,False,False,False
288,data/raw/zurich_mav_sample/MAV_Images/00288.jpg,00288.jpg,16554847,1.135877401335165,0.6268474478274584,1.823999999999956,47.3843628,8.5451934,466.734,ok,,1920,1080,109.05764515817901,62.29006365033469,882.6568170503105,1000,False,False,False,False
289,data/raw/zurich_mav_sample/MAV_Images/00289.jpg,00289.jpg,16590050,1.082523116376251,0.5382492328062654,1.9809999999999943,47.384362,8.5451927,466.891,ok,,1920,1080,109.17624614197531,62.12760352362793,792.9339395583708,1000,False,False,False,False
290,data/raw/zurich_mav_sample/MAV_Images/00290.jpg,00290.jpg,16623383,1.082523116376251,0.5382492328062654,1.9809999999999943,47.384362,8.5451927,466.891,ok,,1920,1080,109.31636284722222,62.04303615759219,775.9145204069331,1000,False,False,False,False
291,data/raw/zurich_mav_sample/MAV_Images/00291.jpg,00291.jpg,16656716,1.082523116376251,0.5382492328062654,1.9809999999999943,47.384362,8.5451927,466.891,ok,,1920,1080,109.30523919753087,62.09245987122309,784.8008946201089,1000,False,False,False,False
292,data/raw/zurich_mav_sample/MAV_Images/00292.jpg,00292.jpg,16690049,1.082523116376251,0.5382492328062654,1.9809999999999943,47.384362,8.5451927,466.891,ok,,1920,1080,108.81798128858024,62.35263504924034,963.3556655003251,1000,False,False,False,False
293,data/raw/zurich_mav_sample/MAV_Images/00293.jpg,00293.jpg,16723382,1.082523116376251,0.5382492328062654,1.9809999999999943,47.384362,8.5451927,466.891,ok,,1920,1080,109.02509693287037,62.30298737760534,945.2683371865357,1000,False,False,False,False
294,data/raw/zurich_mav_sample/MAV_Images/00294.jpg,00294.jpg,16756715,1.082523116376251,0.5382492328062654,1.9809999999999943,47.384362,8.5451927,466.891,ok,,1920,1080,109.04467881944444,62.427520723596494,1034.560990053602,1000,False,False,False,False
295,data/raw/zurich_mav_sample/MAV_Images/00295.jpg,00295.jpg,16784751,1.0676871099276468,0.5827908469364047,1.8559999999999943,47.3843624,8.5451925,466.766,ok,,1920,1080,109.07904658564814,62.41422697104163,959.6581541230939,1000,False,False,False,False
296,data/raw/zurich_mav_sample/MAV_Images/00296.jpg,00296.jpg,16818084,1.0676871099276468,0.5827908469364047,1.8559999999999943,47.3843624,8.5451925,466.766,ok,,1920,1080,109.02991367669753,62.42615955001123,984.8975105361126,1000,False,False,False,False
297,data/raw/zurich_mav_sample/MAV_Images/00297.jpg,00297.jpg,16851417,1.0676871099276468,0.5827908469364047,1.8559999999999943,47.3843624,8.5451925,466.766,ok,,1920,1080,108.88280815972222,62.438391758576046,984.8716472125157,1000,False,False,False,False
298,data/raw/zurich_mav_sample/MAV_Images/00298.jpg,00298.jpg,16884750,1.0676871099276468,0.5827908469364047,1.8559999999999943,47.3843624,8.5451925,466.766,ok,,1920,1080,108.70386188271605,62.68826169128032,1142.6109952381523,1000,False,False,False,False
299,data/raw/zurich_mav_sample/MAV_Images/00299.jpg,00299.jpg,16918083,1.0676871099276468,0.5827908469364047,1.8559999999999943,47.3843624,8.5451925,466.766,ok,,1920,1080,108.78543595679012,62.598241940044325,1037.25623460661,1000,False,False,False,False
300,data/raw/zurich_mav_sample/MAV_Images/00300.jpg,00300.jpg,16951416,1.0676871099276468,0.5827908469364047,1.8559999999999943,47.3843624,8.5451925,466.766,ok,,1920,1080,108.72019241898148,62.80713841484816,1222.174737826281,1000,False,False,False,False
301,data/raw/zurich_mav_sample/MAV_Images/00301.jpg,00301.jpg,16989655,1.007174505153671,0.5609168699011207,1.8789999999999625,47.3843622,8.5451917,466.789,ok,,1920,1080,108.66821469907407,62.988588694039414,1394.5912472172172,1000,False,False,False,False
302,data/raw/zurich_mav_sample/MAV_Images/00302.jpg,00302.jpg,17022988,1.007174505153671,0.5609168699011207,1.8789999999999625,47.3843622,8.5451917,466.789,ok,,1920,1080,108.74019434799382,63.00840187735408,1374.8232228573227,1000,False,False,False,False
303,data/raw/zurich_mav_sample/MAV_Images/00303.jpg,00303.jpg,17056321,1.007174505153671,0.5609168699011207,1.8789999999999625,47.3843622,8.5451917,466.789,ok,,1920,1080,108.8137326388889,62.960419555682705,1290.4050162980338,1000,False,False,False,False
304,data/raw/zurich_mav_sample/MAV_Images/00304.jpg,00304.jpg,17089654,1.007174505153671,0.5609168699011207,1.8789999999999625,47.3843622,8.5451917,466.789,ok,,1920,1080,108.84144627700617,62.974104676834195,1319.4369539789664,1000,False,False,False,False
305,data/raw/zurich_mav_sample/MAV_Images/00305.jpg,00305.jpg,17122987,1.007174505153671,0.5609168699011207,1.8789999999999625,47.3843622,8.5451917,466.789,ok,,1920,1080,108.94923080632717,62.88429801976657,1231.5850525314718,1000,False,False,False,False
306,data/raw/zurich_mav_sample/MAV_Images/00306.jpg,00306.jpg,17156320,1.007174505153671,0.5609168699011207,1.8789999999999625,47.3843622,8.5451917,466.789,ok,,1920,1080,109.0347588734568,62.85041026566971,1166.2506703983113,1000,False,False,False,False
307,data/raw/zurich_mav_sample/MAV_Images/00307.jpg,00307.jpg,17187411,0.938854369451292,0.4946335554122925,1.884999999999991,47.3843616,8.5451908,466.795,ok,,1920,1080,108.6154335455247,62.69699701226387,1111.822041752028,1000,False,False,False,False
308,data/raw/zurich_mav_sample/MAV_Images/00308.jpg,00308.jpg,17220744,0.938854369451292,0.4946335554122925,1.884999999999991,47.3843616,8.5451908,466.795,ok,,1920,1080,108.93902922453704,62.54370024131525,958.7045475500204,1000,False,False,False,False
309,data/raw/zurich_mav_sample/MAV_Images/00309.jpg,00309.jpg,17254077,0.938854369451292,0.4946335554122925,1.884999999999991,47.3843616,8.5451908,466.795,ok,,1920,1080,109.08650896990741,62.61546663666979,988.202016788417,1000,False,False,False,False
310,data/raw/zurich_mav_sample/MAV_Images/00310.jpg,00310.jpg,17287410,0.938854369451292,0.4946335554122925,1.884999999999991,47.3843616,8.5451908,466.795,ok,,1920,1080,109.1604721257716,62.728261080502875,1063.2928438383512,1000,False,False,False,False
311,data/raw/zurich_mav_sample/MAV_Images/00311.jpg,00311.jpg,17320743,0.938854369451292,0.4946335554122925,1.884999999999991,47.3843616,8.5451908,466.795,ok,,1920,1080,109.258504533179,62.8910909796883,1162.8087982780355,1000,False,False,False,False
312,data/raw/zurich_mav_sample/MAV_Images/00312.jpg,00312.jpg,17354076,0.938854369451292,0.4946335554122925,1.884999999999991,47.3843616,8.5451908,466.795,ok,,1920,1080,109.293828125,62.98858891140469,1228.6743123097779,1000,False,False,False,False
313,data/raw/zurich_mav_sample/MAV_Images/00313.jpg,00313.jpg,17391383,0.9234989932738245,0.4502683095633983,1.839999999999975,47.3843612,8.5451906,466.75,ok,,1920,1080,109.28693094135802,63.03023243281421,1301.2677944266509,1000,False,False,False,False
314,data/raw/zurich_mav_sample/MAV_Images/00314.jpg,00314.jpg,17424716,0.9234989932738245,0.4502683095633983,1.839999999999975,47.3843612,8.5451906,466.75,ok,,1920,1080,109.29143518518518,62.992745102252876,1278.6816856587081,1000,False,False,False,False
315,data/raw/zurich_mav_sample/MAV_Images/00315.jpg,00315.jpg,17458049,0.9234989932738245,0.4502683095633983,1.839999999999975,47.3843612,8.5451906,466.75,ok,,1920,1080,109.20145109953704,63.066536783313765,1340.2519179461108,1000,False,False,False,False
316,data/raw/zurich_mav_sample/MAV_Images/00316.jpg,00316.jpg,17491382,0.9234989932738245,0.4502683095633983,1.839999999999975,47.3843612,8.5451906,466.75,ok,,1920,1080,109.17922743055556,63.1472457472846,1394.311440167904,1000,False,False,False,False
317,data/raw/zurich_mav_sample/MAV_Images/00317.jpg,00317.jpg,17524715,0.9234989932738245,0.4502683095633983,1.839999999999975,47.3843612,8.5451906,466.75,ok,,1920,1080,109.10427324459877,63.159455297427726,1430.470705752498,1000,False,False,False,False
318,data/raw/zurich_mav_sample/MAV_Images/00318.jpg,00318.jpg,17558048,0.9234989932738245,0.4502683095633983,1.839999999999975,47.3843612,8.5451906,466.75,ok,,1920,1080,109.13024787808642,63.03119383919575,1293.2394873568692,1000,False,False,False,False
